section,textbook,category,question_id,correct_answer
bmunhak,mother_tongue,humanities,1,3
bmunhak,mother_tongue,humanities,2,5
bmunhak,mother_tongue,humanities,3,1
bmunhak,mother_tongue,humanities,4,2
bmunhak,mother_tongue,humanities,5,3
bmunhak,mother_tongue,humanities,6,1
bmunhak,mother_tongue,humanities,7,4
bmunhak,mother_tongue,humanities,8,4
bmunhak,mother_tongue,humanities,9,5
bmunhak,mother_tongue,humanities,10,4
bmunhak,mother_tongue,humanities,11,3
bmunhak,mother_tongue,humanities,12,1
bmunhak,mother_tongue,humanities,13,5
bmunhak,mother_tongue,humanities,14,5
bmunhak,mother_tongue,humanities,15,3
bmunhak,mother_tongue,humanities,16,1
bmunhak,mother_tongue,humanities,17,1
bmunhak,mother_tongue,humanities,18,3
bmunhak,mother_tongue,humanities,19,4
bmunhak,mother_tongue,humanities,20,1
bmunhak,mother_tongue,humanities,21,2
bmunhak,mother_tongue,humanities,22,3
bmunhak,mother_tongue,humanities,23,1
bmunhak,mother_tongue,humanities,24,3
bmunhak,mother_tongue,humanities,25,4
bmunhak,mother_tongue,humanities,26,3
bmunhak,mother_tongue,humanities,27,2
bmunhak,mother_tongue,humanities,28,3
bmunhak,mother_tongue,humanities,29,2
bmunhak,mother_tongue,humanities,30,4
bmunhak,mother_tongue,humanities,31,5
bmunhak,mother_tongue,humanities,32,5
bmunhak,mother_tongue,humanities,33,5
bmunhak,mother_tongue,humanities,34,3
bmunhak,mother_tongue,humanities,35,2
bmunhak,mother_tongue,humanities,36,3
bmunhak,mother_tongue,humanities,37,5
bmunhak,mother_tongue,humanities,38,2
bmunhak,mother_tongue,humanities,39,3
bmunhak,mother_tongue,humanities,40,1
bmunhak,mother_tongue,humanities,41,2
bmunhak,mother_tongue,humanities,42,1
bmunhak,mother_tongue,humanities,43,2
bmunhak,mother_tongue,humanities,44,2
bmunhak,mother_tongue,humanities,45,3
bmunhak,mother_tongue,humanities,46,4
bmunhak,mother_tongue,humanities,47,4
bmunhak,mother_tongue,humanities,48,4
bmunhak,mother_tongue,humanities,49,3
bmunhak,mother_tongue,humanities,50,3
bmunhak,mother_tongue,humanities,51,4
bmunhak,mother_tongue,humanities,52,4
bmunhak,mother_tongue,humanities,53,5
bmunhak,mother_tongue,humanities,54,1
bmunhak,mother_tongue,humanities,55,4
bmunhak,mother_tongue,humanities,56,5
bmunhak,mother_tongue,humanities,57,1
bmunhak,mother_tongue,humanities,58,4
bmunhak,mother_tongue,humanities,59,4
bmunhak,mother_tongue,humanities,60,5
bmunhak,mother_tongue,humanities,61,4
bmunhak,mother_tongue,humanities,62,1
bmunhak,mother_tongue,humanities,63,1
bmunhak,mother_tongue,humanities,64,2
bmunhak,mother_tongue,humanities,65,2
bmunhak,mother_tongue,humanities,66,4
bmunhak,mother_tongue,humanities,67,5
bmunhak,mother_tongue,humanities,68,5
bmunhak,mother_tongue,humanities,69,2
bmunhak,mother_tongue,humanities,70,5
bmunhak,mother_tongue,humanities,71,5
bmunhak,mother_tongue,humanities,72,3
bmunhak,mother_tongue,humanities,73,2
bmunhak,mother_tongue,humanities,74,1
bmunhak,mother_tongue,humanities,75,5
bmunhak,mother_tongue,humanities,76,1
bmunhak,mother_tongue,humanities,77,4
bmunhak,mother_tongue,humanities,78,4
bmunhak,mother_tongue,humanities,79,5
bmunhak,mother_tongue,humanities,80,2
bmunhak,mother_tongue,humanities,81,4
bmunhak,mother_tongue,humanities,82,4
bmunhak,mother_tongue,humanities,83,2
bmunhak,mother_tongue,humanities,84,2
bmunhak,mother_tongue,humanities,85,4
bmunhak,mother_tongue,humanities,86,5
bmunhak,mother_tongue,humanities,87,2
bmunhak,mother_tongue,humanities,88,1
bmunhak,mother_tongue,humanities,89,2
bmunhak,mother_tongue,humanities,90,3
bmunhak,mother_tongue,humanities,91,4
bmunhak,mother_tongue,humanities,92,4
bmunhak,mother_tongue,humanities,93,1
bmunhak,mother_tongue,humanities,94,5
bmunhak,mother_tongue,humanities,95,3
bmunhak,mother_tongue,humanities,96,5
bmunhak,mother_tongue,humanities,97,1
bmunhak,mother_tongue,humanities,98,2
bmunhak,mother_tongue,humanities,99,3
bmunhak,mother_tongue,humanities,100,1
bmunhak,mother_tongue,humanities,101,3
bmunhak,mother_tongue,humanities,102,1
bmunhak,mother_tongue,humanities,103,2
bmunhak,mother_tongue,humanities,104,3
bmunhak,mother_tongue,humanities,105,4
bmunhak,mother_tongue,humanities,106,5
bmunhak,mother_tongue,humanities,107,4
bmunhak,mother_tongue,humanities,108,5
bmunhak,mother_tongue,humanities,109,4
bmunhak,mother_tongue,humanities,110,5
bmunhak,mother_tongue,humanities,111,1
bmunhak,mother_tongue,humanities,112,1
bmunhak,mother_tongue,humanities,113,4
bmunhak,mother_tongue,humanities,114,3
bmunhak,mother_tongue,humanities,115,3
bmunhak,mother_tongue,humanities,116,5
bmunhak,mother_tongue,humanities,117,1
bmunhak,mother_tongue,humanities,118,1
bmunhak,mother_tongue,humanities,119,4
bmunhak,mother_tongue,humanities,120,5
bmunhak,mother_tongue,humanities,121,3
bmunhak,mother_tongue,humanities,122,2
bmunhak,mother_tongue,humanities,123,4
bmunhak,mother_tongue,humanities,124,5
bmunhak,mother_tongue,humanities,125,3
bmunhak,mother_tongue,humanities,126,2
bmunhak,mother_tongue,humanities,127,1
bmunhak,mother_tongue,humanities,128,2
bmunhak,mother_tongue,humanities,129,4
bmunhak,mother_tongue,humanities,130,5
bmunhak,mother_tongue,humanities,131,3
bmunhak,mother_tongue,humanities,132,5
bmunhak,mother_tongue,humanities,133,5
bmunhak,mother_tongue,humanities,134,1
bmunhak,mother_tongue,humanities,135,4
bmunhak,mother_tongue,humanities,136,5
bmunhak,mother_tongue,humanities,137,3
bmunhak,mother_tongue,humanities,138,2
bmunhak,mother_tongue,humanities,139,5
bmunhak,mother_tongue,humanities,140,2
bmunhak,mother_tongue,humanities,141,3
bmunhak,mother_tongue,humanities,142,4
bmunhak,mother_tongue,humanities,143,4
bmunhak,mother_tongue,humanities,144,2
bmunhak,mother_tongue,humanities,145,2
bmunhak,mother_tongue,humanities,146,1
bmunhak,mother_tongue,humanities,147,1
bmunhak,mother_tongue,humanities,148,4
bmunhak,mother_tongue,humanities,149,5
bmunhak,mother_tongue,humanities,150,3
bmunhak,mother_tongue,humanities,151,4
bmunhak,mother_tongue,humanities,152,3
bmunhak,mother_tongue,humanities,153,1
bmunhak,mother_tongue,humanities,154,4
bmunhak,mother_tongue,humanities,155,2
bmunhak,mother_tongue,humanities,156,4
bmunhak,mother_tongue,humanities,157,5
bmunhak,mother_tongue,humanities,158,4
bmunhak,mother_tongue,humanities,159,2
bmunhak,mother_tongue,humanities,160,4
bmunhak,mother_tongue,humanities,161,3
bmunhak,mother_tongue,humanities,162,3
bmunhak,mother_tongue,humanities,163,2
bmunhak,mother_tongue,humanities,164,5
bmunhak,mother_tongue,humanities,165,4
bmunhak,mother_tongue,humanities,166,5
bmunhak,mother_tongue,humanities,167,5
bmunhak,mother_tongue,humanities,168,4
bmunhak,mother_tongue,humanities,169,2
bmunhak,mother_tongue,humanities,170,4
bmunhak,mother_tongue,humanities,171,1
bmunhak,mother_tongue,humanities,172,4
bmunhak,mother_tongue,humanities,173,5
bmunhak,mother_tongue,humanities,174,3
bmunhak,mother_tongue,humanities,175,5
bmunhak,mother_tongue,humanities,176,4
bmunhak,mother_tongue,humanities,177,2
bmunhak,mother_tongue,humanities,178,5
bmunhak,mother_tongue,humanities,179,3
bmunhak,mother_tongue,humanities,180,4
bmunhak,mother_tongue,humanities,181,5
bmunhak,mother_tongue,humanities,182,3
bmunhak,mother_tongue,humanities,183,3
bmunhak,mother_tongue,humanities,184,4
bmunhak,mother_tongue,humanities,185,5
bmunhak,mother_tongue,humanities,186,4
bmunhak,mother_tongue,humanities,187,5
bmunhak,mother_tongue,humanities,188,2
bmunhak,mother_tongue,humanities,189,5
bmunhak,mother_tongue,humanities,190,2
bmunhak,mother_tongue,humanities,191,2
bmunhak,mother_tongue,humanities,192,5
bmunhak,mother_tongue,humanities,193,3
bmunhak,mother_tongue,humanities,194,1
bmunhak,mother_tongue,humanities,195,2
bmunhak,mother_tongue,humanities,196,3
bmunhak,mother_tongue,humanities,197,3
bmunhak,mother_tongue,humanities,198,2
bmunhak,mother_tongue,humanities,199,5
bmunhak,mother_tongue,humanities,200,1
bmunhak,mother_tongue,humanities,201,4
bmunhak,mother_tongue,humanities,202,5
bmunhak,mother_tongue,humanities,203,1
bmunhak,mother_tongue,humanities,204,1
bmunhak,mother_tongue,humanities,205,4
bmunhak,mother_tongue,humanities,206,1
bmunhak,mother_tongue,humanities,207,1
bmunhak,mother_tongue,humanities,208,5
bmunhak,mother_tongue,humanities,209,4
bmunhak,mother_tongue,humanities,210,2
bmunhak,mother_tongue,humanities,211,5
bmunhak,mother_tongue,humanities,212,1
bmunhak,mother_tongue,humanities,213,1
bmunhak,mother_tongue,humanities,214,3
bmunhak,mother_tongue,humanities,215,5
bmunhak,mother_tongue,humanities,216,5
bmunhak,mother_tongue,humanities,217,1
bmunhak,mother_tongue,humanities,218,3
bmunhak,mother_tongue,social,1,1
bmunhak,mother_tongue,social,2,5
bmunhak,mother_tongue,social,3,4
bmunhak,mother_tongue,social,4,2
bmunhak,mother_tongue,social,5,2
bmunhak,mother_tongue,social,6,5
bmunhak,mother_tongue,social,7,5
bmunhak,mother_tongue,social,8,4
bmunhak,mother_tongue,social,9,1
bmunhak,mother_tongue,social,10,3
bmunhak,mother_tongue,social,11,4
bmunhak,mother_tongue,social,12,5
bmunhak,mother_tongue,social,13,5
bmunhak,mother_tongue,social,14,3
bmunhak,mother_tongue,social,15,2
bmunhak,mother_tongue,social,16,4
bmunhak,mother_tongue,social,17,2
bmunhak,mother_tongue,social,18,3
bmunhak,mother_tongue,social,19,1
bmunhak,mother_tongue,social,20,2
bmunhak,mother_tongue,social,21,5
bmunhak,mother_tongue,social,22,4
bmunhak,mother_tongue,social,23,3
bmunhak,mother_tongue,social,24,3
bmunhak,mother_tongue,social,25,4
bmunhak,mother_tongue,social,26,3
bmunhak,mother_tongue,social,27,1
bmunhak,mother_tongue,social,28,3
bmunhak,mother_tongue,social,29,2
bmunhak,mother_tongue,social,30,1
bmunhak,mother_tongue,social,31,5
bmunhak,mother_tongue,social,32,1
bmunhak,mother_tongue,social,33,4
bmunhak,mother_tongue,social,34,3
bmunhak,mother_tongue,social,35,2
bmunhak,mother_tongue,social,36,1
bmunhak,mother_tongue,social,37,5
bmunhak,mother_tongue,social,38,1
bmunhak,mother_tongue,social,39,5
bmunhak,mother_tongue,social,40,3
bmunhak,mother_tongue,social,41,5
bmunhak,mother_tongue,social,42,4
bmunhak,mother_tongue,social,43,1
bmunhak,mother_tongue,social,44,4
bmunhak,mother_tongue,social,45,5
bmunhak,mother_tongue,social,46,2
bmunhak,mother_tongue,social,47,5
bmunhak,mother_tongue,social,48,5
bmunhak,mother_tongue,social,49,1
bmunhak,mother_tongue,social,50,5
bmunhak,mother_tongue,social,51,4
bmunhak,mother_tongue,social,52,3
bmunhak,mother_tongue,social,53,3
bmunhak,mother_tongue,social,54,2
bmunhak,mother_tongue,social,55,1
bmunhak,mother_tongue,social,56,3
bmunhak,mother_tongue,social,57,5
bmunhak,mother_tongue,social,58,3
bmunhak,mother_tongue,social,59,4
bmunhak,mother_tongue,social,60,5
bmunhak,mother_tongue,social,61,1
bmunhak,mother_tongue,social,62,4
bmunhak,mother_tongue,social,63,1
bmunhak,mother_tongue,social,64,5
bmunhak,mother_tongue,social,65,1
bmunhak,mother_tongue,social,66,5
bmunhak,mother_tongue,social,67,5
bmunhak,mother_tongue,social,68,2
bmunhak,mother_tongue,social,69,1
bmunhak,mother_tongue,social,70,3
bmunhak,mother_tongue,social,71,5
bmunhak,mother_tongue,social,72,2
bmunhak,mother_tongue,social,73,1
bmunhak,mother_tongue,social,74,4
bmunhak,mother_tongue,social,75,1
bmunhak,mother_tongue,social,76,4
bmunhak,mother_tongue,social,77,2
bmunhak,mother_tongue,social,78,5
bmunhak,mother_tongue,social,79,3
bmunhak,mother_tongue,social,80,5
bmunhak,mother_tongue,social,81,2
bmunhak,mother_tongue,social,82,3
bmunhak,mother_tongue,social,83,4
bmunhak,mother_tongue,social,84,4
bmunhak,mother_tongue,social,85,5
bmunhak,mother_tongue,social,86,1
bmunhak,mother_tongue,social,87,4
bmunhak,mother_tongue,social,88,4
bmunhak,mother_tongue,social,89,3
bmunhak,mother_tongue,social,90,1
bmunhak,mother_tongue,social,91,2
bmunhak,mother_tongue,social,92,4
bmunhak,mother_tongue,social,93,2
bmunhak,mother_tongue,social,94,4
bmunhak,mother_tongue,social,95,5
bmunhak,mother_tongue,social,96,3
bmunhak,mother_tongue,social,97,1
bmunhak,mother_tongue,social,98,4
bmunhak,mother_tongue,social,99,2
bmunhak,mother_tongue,social,100,5
bmunhak,mother_tongue,social,101,5
bmunhak,mother_tongue,social,102,2
bmunhak,mother_tongue,social,103,3
bmunhak,mother_tongue,social,104,1
bmunhak,mother_tongue,social,105,3
bmunhak,mother_tongue,social,106,5
bmunhak,mother_tongue,social,107,1
bmunhak,mother_tongue,social,108,3
bmunhak,mother_tongue,social,109,1
bmunhak,mother_tongue,social,110,5
bmunhak,mother_tongue,social,111,4
bmunhak,mother_tongue,social,112,4
bmunhak,mother_tongue,social,113,3
bmunhak,mother_tongue,social,114,1
bmunhak,mother_tongue,social,115,2
bmunhak,mother_tongue,social,116,2
bmunhak,mother_tongue,social,117,3
bmunhak,mother_tongue,social,118,1
bmunhak,mother_tongue,social,119,5
bmunhak,mother_tongue,social,120,2
bmunhak,mother_tongue,social,121,1
bmunhak,mother_tongue,social,122,5
bmunhak,mother_tongue,social,123,3
bmunhak,mother_tongue,social,124,2
bmunhak,mother_tongue,social,125,2
bmunhak,mother_tongue,social,126,2
bmunhak,mother_tongue,social,127,4
bmunhak,mother_tongue,social,128,5
bmunhak,mother_tongue,social,129,5
bmunhak,mother_tongue,social,130,2
bmunhak,mother_tongue,social,131,3
bmunhak,mother_tongue,social,132,2
bmunhak,mother_tongue,social,133,1
bmunhak,mother_tongue,social,134,3
bmunhak,mother_tongue,social,135,5
bmunhak,mother_tongue,social,136,3
bmunhak,mother_tongue,social,137,5
bmunhak,mother_tongue,social,138,4
bmunhak,mother_tongue,social,139,2
bmunhak,mother_tongue,social,140,3
bmunhak,mother_tongue,social,141,4
bmunhak,mother_tongue,social,142,1
bmunhak,mother_tongue,social,143,1
bmunhak,mother_tongue,social,144,2
bmunhak,mother_tongue,social,145,1
bmunhak,mother_tongue,social,146,2
bmunhak,mother_tongue,social,147,1
bmunhak,mother_tongue,social,148,5
bmunhak,mother_tongue,social,149,1
bmunhak,mother_tongue,social,150,5
bmunhak,mother_tongue,social,151,4
bmunhak,mother_tongue,social,152,1
bmunhak,mother_tongue,social,153,2
bmunhak,mother_tongue,social,154,1
bmunhak,mother_tongue,social,155,5
bmunhak,mother_tongue,social,156,5
bmunhak,mother_tongue,social,157,3
bmunhak,mother_tongue,science,1,5
bmunhak,mother_tongue,science,2,1
bmunhak,mother_tongue,science,3,3
bmunhak,mother_tongue,science,4,1
bmunhak,mother_tongue,science,5,5
bmunhak,mother_tongue,science,6,2
bmunhak,mother_tongue,science,7,4
bmunhak,mother_tongue,science,8,1
bmunhak,mother_tongue,science,9,3
bmunhak,mother_tongue,science,10,5
bmunhak,mother_tongue,science,11,3
bmunhak,mother_tongue,science,12,2
bmunhak,mother_tongue,science,13,5
bmunhak,mother_tongue,science,14,4
bmunhak,mother_tongue,science,15,2
bmunhak,mother_tongue,science,16,4
bmunhak,mother_tongue,science,17,5
bmunhak,mother_tongue,science,18,3
bmunhak,mother_tongue,science,19,3
bmunhak,mother_tongue,science,20,2
bmunhak,mother_tongue,science,21,5
bmunhak,mother_tongue,science,22,3
bmunhak,mother_tongue,science,23,1
bmunhak,mother_tongue,science,24,1
bmunhak,mother_tongue,science,25,5
bmunhak,mother_tongue,science,26,2
bmunhak,mother_tongue,science,27,4
bmunhak,mother_tongue,science,28,4
bmunhak,mother_tongue,science,29,5
bmunhak,mother_tongue,science,30,4
bmunhak,mother_tongue,science,31,5
bmunhak,mother_tongue,science,32,4
bmunhak,mother_tongue,science,33,3
bmunhak,mother_tongue,science,34,4
bmunhak,mother_tongue,science,35,5
bmunhak,mother_tongue,science,36,1
bmunhak,mother_tongue,science,37,5
bmunhak,mother_tongue,science,38,1
bmunhak,mother_tongue,science,39,5
bmunhak,mother_tongue,science,40,4
bmunhak,mother_tongue,science,41,4
bmunhak,mother_tongue,science,42,3
bmunhak,mother_tongue,science,43,4
bmunhak,mother_tongue,science,44,1
bmunhak,mother_tongue,science,45,3
bmunhak,mother_tongue,science,46,3
bmunhak,mother_tongue,science,47,2
bmunhak,mother_tongue,science,48,1
bmunhak,mother_tongue,science,49,4
bmunhak,mother_tongue,science,50,3
bmunhak,mother_tongue,science,51,1
bmunhak,mother_tongue,science,52,2
bmunhak,mother_tongue,science,53,4
bmunhak,mother_tongue,science,54,3
bmunhak,mother_tongue,science,55,5
bmunhak,mother_tongue,science,56,2
bmunhak,mother_tongue,science,57,5
bmunhak,mother_tongue,science,58,4
bmunhak,mother_tongue,science,59,5
bmunhak,mother_tongue,science,60,5
bmunhak,mother_tongue,science,61,2
bmunhak,mother_tongue,science,62,3
bmunhak,mother_tongue,science,63,1
bmunhak,mother_tongue,science,64,5
bmunhak,mother_tongue,science,65,2
bmunhak,mother_tongue,science,66,3
bmunhak,mother_tongue,science,67,4
bmunhak,mother_tongue,science,68,4
bmunhak,mother_tongue,science,69,1
bmunhak,mother_tongue,science,70,1
bmunhak,mother_tongue,science,71,2
bmunhak,mother_tongue,science,72,4
bmunhak,mother_tongue,science,73,2
bmunhak,mother_tongue,science,74,1
bmunhak,mother_tongue,science,75,2
bmunhak,mother_tongue,science,76,3
bmunhak,mother_tongue,science,77,3
bmunhak,mother_tongue,science,78,3
bmunhak,mother_tongue,science,79,4
bmunhak,mother_tongue,science,80,5
bmunhak,mother_tongue,science,81,2
bmunhak,mother_tongue,science,82,1
bmunhak,mother_tongue,science,83,4
bmunhak,mother_tongue,science,84,3
bmunhak,mother_tongue,science,85,1
bmunhak,mother_tongue,science,86,4
bmunhak,mother_tongue,science,87,2
bmunhak,mother_tongue,science,88,5
bmunhak,mother_tongue,science,89,4
bmunhak,mother_tongue,science,90,1
bmunhak,mother_tongue,science,91,3
bmunhak,mother_tongue,science,92,5
bmunhak,mother_tongue,science,93,1
bmunhak,mother_tongue,science,94,4
bmunhak,mother_tongue,science,95,3
bmunhak,mother_tongue,science,96,3
bmunhak,mother_tongue,science,97,3
bmunhak,mother_tongue,science,98,4
bmunhak,mother_tongue,science,99,2
bmunhak,mother_tongue,tech,1,3
bmunhak,mother_tongue,tech,2,3
bmunhak,mother_tongue,tech,3,5
bmunhak,mother_tongue,tech,4,5
bmunhak,mother_tongue,tech,5,3
bmunhak,mother_tongue,tech,6,1
bmunhak,mother_tongue,tech,7,5
bmunhak,mother_tongue,tech,8,3
bmunhak,mother_tongue,tech,9,4
bmunhak,mother_tongue,tech,10,5
bmunhak,mother_tongue,tech,11,2
bmunhak,mother_tongue,tech,12,3
bmunhak,mother_tongue,tech,13,2
bmunhak,mother_tongue,tech,14,2
bmunhak,mother_tongue,tech,15,4
bmunhak,mother_tongue,tech,16,4
bmunhak,mother_tongue,tech,17,2
bmunhak,mother_tongue,tech,18,2
bmunhak,mother_tongue,tech,19,5
bmunhak,mother_tongue,tech,20,4
bmunhak,mother_tongue,tech,21,4
bmunhak,mother_tongue,tech,22,4
bmunhak,mother_tongue,tech,23,3
bmunhak,mother_tongue,tech,24,2
bmunhak,mother_tongue,tech,25,5
bmunhak,mother_tongue,tech,26,2
bmunhak,mother_tongue,tech,27,3
bmunhak,mother_tongue,tech,28,2
bmunhak,mother_tongue,tech,29,3
bmunhak,mother_tongue,tech,30,4
bmunhak,mother_tongue,tech,31,4
bmunhak,mother_tongue,tech,32,5
bmunhak,mother_tongue,tech,33,1
bmunhak,mother_tongue,tech,34,2
bmunhak,mother_tongue,tech,35,3
bmunhak,mother_tongue,tech,36,2
bmunhak,mother_tongue,tech,37,5
bmunhak,mother_tongue,tech,38,5
bmunhak,mother_tongue,tech,39,1
bmunhak,mother_tongue,tech,40,3
bmunhak,mother_tongue,tech,41,5
bmunhak,mother_tongue,tech,42,3
bmunhak,mother_tongue,tech,43,3
bmunhak,mother_tongue,tech,44,1
bmunhak,mother_tongue,tech,45,3
bmunhak,mother_tongue,tech,46,1
bmunhak,mother_tongue,tech,47,5
bmunhak,mother_tongue,tech,48,4
bmunhak,mother_tongue,tech,49,5
bmunhak,mother_tongue,tech,50,2
bmunhak,mother_tongue,tech,51,2
bmunhak,mother_tongue,tech,52,3
bmunhak,mother_tongue,tech,53,1
bmunhak,mother_tongue,tech,54,5
bmunhak,mother_tongue,tech,55,4
bmunhak,mother_tongue,tech,56,2
bmunhak,mother_tongue,tech,57,1
bmunhak,mother_tongue,tech,58,4
bmunhak,mother_tongue,tech,59,2
bmunhak,mother_tongue,tech,60,4
bmunhak,mother_tongue,tech,61,1
bmunhak,mother_tongue,tech,62,5
bmunhak,mother_tongue,tech,63,3
bmunhak,mother_tongue,tech,64,1
bmunhak,mother_tongue,tech,65,1
bmunhak,mother_tongue,tech,66,2
bmunhak,mother_tongue,tech,67,2
bmunhak,mother_tongue,tech,68,2
bmunhak,mother_tongue,tech,69,3
bmunhak,mother_tongue,tech,70,5
bmunhak,mother_tongue,tech,71,1
bmunhak,mother_tongue,tech,72,2
bmunhak,mother_tongue,tech,73,2
bmunhak,mother_tongue,tech,74,2
bmunhak,mother_tongue,tech,75,5
bmunhak,mother_tongue,tech,76,5
bmunhak,mother_tongue,tech,77,3
bmunhak,mother_tongue,tech,78,3
bmunhak,mother_tongue,tech,79,1
bmunhak,mother_tongue,tech,80,5
bmunhak,mother_tongue,tech,81,4
bmunhak,mother_tongue,tech,82,4
bmunhak,mother_tongue,tech,83,4
bmunhak,mother_tongue,tech,84,2
bmunhak,mother_tongue,tech,85,2
bmunhak,mother_tongue,tech,86,3
bmunhak,mother_tongue,tech,87,3
bmunhak,mother_tongue,tech,88,4
bmunhak,mother_tongue,tech,89,3
bmunhak,mother_tongue,tech,90,2
bmunhak,mother_tongue,art,1,1
bmunhak,mother_tongue,art,2,3
bmunhak,mother_tongue,art,3,5
bmunhak,mother_tongue,art,4,1
bmunhak,mother_tongue,art,5,5
bmunhak,mother_tongue,art,6,1
bmunhak,mother_tongue,art,7,1
bmunhak,mother_tongue,art,8,5
bmunhak,mother_tongue,art,9,3
bmunhak,mother_tongue,art,10,2
bmunhak,mother_tongue,art,11,1
bmunhak,mother_tongue,art,12,4
bmunhak,mother_tongue,art,13,3
bmunhak,mother_tongue,art,14,3
bmunhak,mother_tongue,art,15,3
bmunhak,mother_tongue,art,16,3
bmunhak,mother_tongue,art,17,5
bmunhak,mother_tongue,art,18,4
bmunhak,mother_tongue,art,19,2
bmunhak,mother_tongue,art,20,2
bmunhak,mother_tongue,art,21,5
bmunhak,mother_tongue,art,22,5
bmunhak,mother_tongue,art,23,1
bmunhak,mother_tongue,art,24,1
bmunhak,mother_tongue,art,25,4
bmunhak,mother_tongue,art,26,1
bmunhak,mother_tongue,art,27,1
bmunhak,mother_tongue,art,28,2
bmunhak,mother_tongue,art,29,3
bmunhak,mother_tongue,art,30,3
bmunhak,mother_tongue,art,31,5
bmunhak,mother_tongue,art,32,4
bmunhak,mother_tongue,art,33,1
bmunhak,mother_tongue,art,34,4
bmunhak,mother_tongue,art,35,2
bmunhak,mother_tongue,art,36,5
bmunhak,mother_tongue,art,37,4
bmunhak,mother_tongue,art,38,5
bmunhak,mother_tongue,art,39,4
bmunhak,mother_tongue,art,40,1
bmunhak,mother_tongue,art,41,3
bmunhak,mother_tongue,art,42,4
bmunhak,mother_tongue,art,43,4
bmunhak,mother_tongue,art,44,1
bmunhak,mother_tongue,mixed,1,2
bmunhak,mother_tongue,mixed,2,5
bmunhak,mother_tongue,mixed,3,4
bmunhak,mother_tongue,mixed,4,1
bmunhak,mother_tongue,mixed,5,2
bmunhak,mother_tongue,mixed,6,4
bmunhak,mother_tongue,mixed,7,4
bmunhak,mother_tongue,mixed,8,3
bmunhak,mother_tongue,mixed,9,1
bmunhak,mother_tongue,mixed,10,5
bmunhak,mother_tongue,mixed,11,2
bmunhak,mother_tongue,mixed,12,4
bmunhak,mother_tongue,mixed,13,2
bmunhak,mother_tongue,mixed,14,5
bmunhak,mother_tongue,mixed,15,4
bmunhak,mother_tongue,mixed,16,5
bmunhak,mother_tongue,mixed,17,2
bmunhak,mother_tongue,mixed,18,2
bmunhak,mother_tongue,mixed,19,5
bmunhak,mother_tongue,mixed,20,4
bmunhak,mother_tongue,mixed,21,2
bmunhak,mother_tongue,mixed,22,1
bmunhak,mother_tongue,mixed,23,4
bmunhak,mother_tongue,mixed,24,3
bmunhak,mother_tongue,mixed,25,3
bmunhak,mother_tongue,mixed,26,4
bmunhak,mother_tongue,mixed,27,2
bmunhak,mother_tongue,mixed,28,5
bmunhak,mother_tongue,mixed,29,5
bmunhak,mother_tongue,mixed,30,3
bmunhak,mother_tongue,mixed,31,4
bmunhak,mother_tongue,mixed,32,1
bmunhak,mother_tongue,mixed,33,4
bmunhak,mother_tongue,mixed,34,3
bmunhak,mother_tongue,mixed,35,2
bmunhak,mother_tongue,mixed,36,4
bmunhak,mother_tongue,mock1,1,4
bmunhak,mother_tongue,mock1,2,2
bmunhak,mother_tongue,mock1,3,1
bmunhak,mother_tongue,mock1,4,4
bmunhak,mother_tongue,mock1,5,1
bmunhak,mother_tongue,mock1,6,3
bmunhak,mother_tongue,mock1,7,4
bmunhak,mother_tongue,mock1,8,3
bmunhak,mother_tongue,mock1,9,2
bmunhak,mother_tongue,mock1,10,1
bmunhak,mother_tongue,mock1,11,5
bmunhak,mother_tongue,mock1,12,1
bmunhak,mother_tongue,mock1,13,1
bmunhak,mother_tongue,mock1,14,5
bmunhak,mother_tongue,mock1,15,4
bmunhak,mother_tongue,mock1,16,1
bmunhak,mother_tongue,mock1,17,5
bmunhak,mother_tongue,mock2,1,5
bmunhak,mother_tongue,mock2,2,4
bmunhak,mother_tongue,mock2,3,1
bmunhak,mother_tongue,mock2,4,2
bmunhak,mother_tongue,mock2,5,1
bmunhak,mother_tongue,mock2,6,4
bmunhak,mother_tongue,mock2,7,5
bmunhak,mother_tongue,mock2,8,4
bmunhak,mother_tongue,mock2,9,1
bmunhak,mother_tongue,mock2,10,3
bmunhak,mother_tongue,mock2,11,3
bmunhak,mother_tongue,mock2,12,2
bmunhak,mother_tongue,mock2,13,5
bmunhak,mother_tongue,mock2,14,3
bmunhak,mother_tongue,mock2,15,1
bmunhak,mother_tongue,mock2,16,5
bmunhak,mother_tongue,mock2,17,3
